iter	MAE
144	65.70449941
145	65.65244091
146	65.60367787
147	65.55422234
148	65.50211804
149	65.45106967
150	65.4020237
151	65.34892649
152	65.29622285
153	65.24460115
154	65.1917302
155	65.13799921
156	65.08481161
157	65.03865529
158	64.98745127
159	64.93657385
160	64.88359011
161	64.83868499
162	64.7909291
163	64.73760626
164	64.69077673
165	64.63910758
166	64.59147602
167	64.54158709
168	64.48974146
169	64.44065128
170	64.38970831
171	64.34040581
172	64.28816579
173	64.23686582
174	64.18619418
175	64.1359889
176	64.08716525
177	64.03697065
178	63.98628402
179	63.93814855
180	63.89111992
181	63.84937012
182	63.79883868
183	63.74982369
184	63.70713704
185	63.66563814
186	63.62013114
187	63.56905687
188	63.52226441
189	63.47523578
190	63.43054577
191	63.38930111
192	63.34377585
193	63.29320676
194	63.24452928
195	63.19461429
196	63.14608627
197	63.09798126
198	63.04842915
199	63.0007205
200	62.95192229
201	62.9032822
202	62.86191121
203	62.81414001
204	62.76516177
205	62.71969148
206	62.67568593
207	62.63467344
208	62.58591633
209	62.54244674
210	62.49488541
211	62.45101338
212	62.40758603
213	62.36727094
214	62.31686794
215	62.27905174
216	62.2318659
217	62.18776309
218	62.14018874
219	62.09217033
220	62.04596367
221	61.99853285
222	61.95089911
223	61.90077398
224	61.85942014
225	61.81239135
226	61.76407834
227	61.71882651
228	61.67157516
229	61.62050321
230	61.57122466
231	61.52599645
232	61.47903883
233	61.43420313
234	61.39155058
235	61.34463429
236	61.30088033
237	61.25254022
238	61.20857003
239	61.1644394
240	61.11685848
241	61.06868207
242	61.02247499
243	60.97821912
244	60.93203673
245	60.89086674
246	60.84311529
247	60.7977602
248	60.75052165
249	60.70378235
250	60.6602777
251	60.61197986
252	60.56715657
253	60.52387209
254	60.47654766
255	60.43055067
256	60.38844102
257	60.34491333
258	60.29736351
259	60.25040928
260	60.20805105
261	60.16519276
262	60.11964738
263	60.07329889
264	60.02776921
265	59.98195853
266	59.93941877
267	59.89950225
268	59.85479585
269	59.80836226
270	59.76242754
271	59.72220515
272	59.67710642
273	59.63086948
274	59.59228024
275	59.54864453
276	59.51032782
277	59.46887946
278	59.42649007
279	59.38262289
280	59.34102775
281	59.29887693
282	59.25294607
283	59.21578133
284	59.17224652
285	59.12909736
286	59.08594083
287	59.04141098
288	58.99576178
289	58.95548601
290	58.91617003
291	58.87038801
292	58.83369642
293	58.78982805
294	58.74546256
295	58.70047931
296	58.65769593
297	58.61760581
298	58.57940261
299	58.53534105
300	58.49532646
301	58.45519251
302	58.41350294
303	58.3711465
304	58.32658529
305	58.28146673
306	58.23698375
307	58.19316451
308	58.14967847
309	58.10834928
310	58.06451593
311	58.02185074
312	57.97935262
313	57.93558612
314	57.89872678
315	57.85764512
316	57.82361726
317	57.77906663
318	57.73572978
319	57.69056745
320	57.64803602
321	57.60464156
322	57.56141406
323	57.52311727
324	57.483626
325	57.4412314
326	57.39877237
327	57.35852061
328	57.31655752
329	57.27374355
330	57.23173018
331	57.19561337
332	57.15323842
333	57.1097692
334	57.06863918
335	57.03178459
336	56.98974535
337	56.94749533
338	56.90577035
339	56.87063674
340	56.83274212
341	56.79162022
342	56.74836997
343	56.70842256
344	56.66430393
345	56.62288788
346	56.58404375
347	56.54277979
348	56.5018382
349	56.46935404
350	56.43413242
351	56.39216845
352	56.35315834
353	56.31634221
354	56.27459012
355	56.24256411
356	56.19972838
357	56.16116221
358	56.1190091
359	56.07585448
360	56.0353196
361	55.99695645
362	55.95560793
363	55.91441522
364	55.87325282
365	55.83179983
366	55.79125284
367	55.75463833
368	55.71542751
369	55.67395282
370	55.63571341
371	55.59607257
372	55.5556838
373	55.52217744
374	55.48284618
375	55.44252465
376	55.40109548
377	55.3589021
378	55.32303287
379	55.28241691
380	55.24267331
381	55.20880559
382	55.17208725
383	55.12976609
384	55.09059376
385	55.05622317
386	55.01734054
387	54.98284111
388	54.9453103
389	54.90483598
390	54.8651138
391	54.82697907
392	54.7869649
393	54.74741832
394	54.71279431
395	54.67333828
396	54.63868533
397	54.60311694
398	54.56976597
399	54.53072414
400	54.49537045
401	54.45733779
402	54.42562281
403	54.38635809
404	54.34934764
405	54.31174266
406	54.2756999
407	54.23744034
408	54.19921067
409	54.16331651
410	54.123638
411	54.0858496
412	54.04799535
413	54.01071033
414	53.97189061
415	53.93414694
416	53.89576255
417	53.861298
418	53.82594684
419	53.79154644
420	53.7538427
421	53.72192112
422	53.68358739
423	53.64519029
424	53.60933795
425	53.57227911
426	53.53472229
427	53.4964827
428	53.45937545
429	53.42042497
430	53.38706057
431	53.35383298
432	53.32024586
433	53.28226981
434	53.24751319
435	53.21069901
436	53.17325867
437	53.14415722
438	53.11030894
439	53.07364105
440	53.0372216
441	52.99779473
442	52.96426031
443	52.92788704
444	52.89020829
445	52.85461475
446	52.8179989
447	52.77978117
448	52.74513884
449	52.70811699
450	52.67400844
451	52.64012886
452	52.60409862
453	52.56703937
454	52.53139495
455	52.49992828
456	52.46096819
457	52.42265341
458	52.38570448
459	52.3556247
460	52.31809988
461	52.2823024
462	52.24589288
463	52.20769293
464	52.1771507
465	52.14357055
466	52.10926905
467	52.07221971
468	52.0351471
469	51.99707971
470	51.96264754
471	51.92705738
472	51.89007218
473	51.86014097
474	51.82583771
475	51.79017009
476	51.75241638
477	51.71678155
478	51.67839843
479	51.65040466
480	51.61828505
481	51.58232227
482	51.5503778
483	51.51345304
484	51.48060357
485	51.44469911
486	51.41134943
487	51.37571993
488	51.34328404
489	51.30706611
490	51.27015064
491	51.23278148
492	51.20277739
493	51.16773235
494	51.13539138
495	51.10025651
496	51.06965229
497	51.03505611
498	51.00418699
499	50.96923544
500	50.94125366
501	50.90777424
502	50.87174072
503	50.83926959
504	50.80349906
505	50.77291341
506	50.73859354
507	50.71228312
508	50.68038576
509	50.64520307
510	50.61121528
511	50.577431
512	50.54249443
513	50.51038752
514	50.47645877
515	50.44709879
516	50.41298363
517	50.37694641
518	50.3423285
519	50.31104753
520	50.28067827
521	50.24323518
522	50.2102693
523	50.17779548
524	50.14444016
525	50.11499107
526	50.08155128
527	50.0480286
528	50.02120784
529	49.99030477
530	49.95386969
531	49.92188442
532	49.89287669
533	49.86026739
534	49.82813741
535	49.798461
536	49.76702462
537	49.73300025
538	49.69768546
539	49.66392063
540	49.62868364
541	49.59750302
542	49.56262548
543	49.52971656
544	49.49700718
545	49.46421365
546	49.43163952
547	49.40180534
548	49.36839947
549	49.3334789
550	49.30067709
551	49.27675769
552	49.24077785
553	49.20787956
554	49.1727169
555	49.14085082
556	49.10869235
557	49.07736072
558	49.04494198
559	49.01358674
560	48.98181911
561	48.95523724
562	48.92353701
563	48.88953763
564	48.85521962
565	48.82397177
566	48.78958884
567	48.75544698
568	48.72554424
569	48.69788914
570	48.66657791
571	48.64106079
572	48.61222761
573	48.57991161
574	48.54802302
575	48.5209005
576	48.48734759
577	48.4616515
578	48.43013187
579	48.39725233
580	48.36553924
581	48.33154397
582	48.29743839
583	48.26679808
584	48.23777475
585	48.20391123
586	48.17182325
587	48.14771847
588	48.11800647
589	48.08659432
590	48.06065997
591	48.03130208
592	47.99636024
593	47.96907475
594	47.94370995
595	47.91344525
596	47.8828078
597	47.85014249
598	47.81936935
599	47.78897984
600	47.76089815
601	47.73598091
602	47.7033563
603	47.67218668
604	47.64039281
605	47.60874735
606	47.57826593
607	47.54623334
608	47.5139919
609	47.4842094
610	47.46092743
611	47.4311587
612	47.39946954
613	47.36722169
614	47.33869197
615	47.30578079
616	47.27576611
617	47.24619287
618	47.22007995
619	47.1907804
620	47.16120767
621	47.13528696
622	47.10512067
623	47.07607713
624	47.04620754
625	47.02097599
626	46.98907951
627	46.96430587
628	46.94023608
629	46.91620564
630	46.88469197
631	46.85808686
632	46.83138046
633	46.80166119
634	46.77236581
635	46.74214062
636	46.717332
637	46.68832821
638	46.65973334
639	46.63189471
640	46.60762575
641	46.58131335
642	46.55491131
643	46.52651115
644	46.49885607
645	46.47256396
646	46.44439377
647	46.41349295
648	46.38627247
649	46.35519512
650	46.32921262
651	46.30086818
652	46.27284888
653	46.24434668
654	46.21982114
655	46.19259778
656	46.16526999
657	46.13659809
658	46.10655831
659	46.07537836
660	46.04670521
661	46.02082785
662	45.99625216
663	45.96697308
664	45.93605799
665	45.90972585
666	45.88110919
667	45.85644432
668	45.83036048
669	45.80250989
670	45.77585094
671	45.74763716
672	45.71892792
673	45.69154737
674	45.66443425
675	45.63607899
676	45.60777248
677	45.57717603
678	45.54830067
679	45.52025055
680	45.48838818
681	45.46170294
682	45.43349546
683	45.4030206
684	45.37454471
685	45.34481479
686	45.31752372
687	45.28740986
688	45.2648306
689	45.2367244
690	45.20625976
691	45.18318548
692	45.15748526
693	45.13348745
694	45.10461306
695	45.07542561
696	45.04944801
697	45.02087814
698	44.99611305
699	44.96700099
700	44.93729675
701	44.90711025
702	44.88000326
703	44.85584792
704	44.82846514
705	44.80829843
706	44.78045356
707	44.75719595
708	44.72954227
709	44.70733461
710	44.68098386
711	44.65408368
712	44.6309318
713	44.60064985
714	44.57575546
715	44.55267132
716	44.52269975
717	44.4956268
718	44.4709361
719	44.44624202
720	44.41605053
721	44.38698196
722	44.35991648
723	44.33211741
724	44.30809015
725	44.28548244
726	44.25389672
727	44.22333772
728	44.1992772
729	44.17224905
730	44.14930456
731	44.12083038
732	44.09661548
733	44.07005349
734	44.04424968
735	44.0163362
736	43.98856593
737	43.96214474
738	43.93514173
739	43.91241937
740	43.88728016
741	43.86371317
742	43.83835624
743	43.80750376
744	43.77685792
745	43.75229107
746	43.72481541
747	43.69439328
748	43.6692473
749	43.64227604
750	43.61127835
751	43.58973251
752	43.56787604
753	43.54027344
754	43.51468764
755	43.4859889
756	43.46168955
757	43.43390749
758	43.40720891
759	43.37911731
760	43.35199085
761	43.32639639
762	43.29814848
763	43.2702624
764	43.24469255
765	43.21911459
766	43.19092591
767	43.16547965
768	43.13837653
769	43.11403287
770	43.08893982
771	43.06143436
772	43.03829107
773	43.01352165
774	42.99028856
775	42.96759596
776	42.94194917
777	42.91571061
778	42.89345051
779	42.87182365
780	42.84235251
781	42.82118119
782	42.79506795
783	42.76595762
784	42.74436119
785	42.71927509
786	42.69525802
787	42.66915948
788	42.64318989
789	42.61647262
790	42.59027147
791	42.56217961
792	42.53655582
793	42.51279184
794	42.48422691
795	42.46169018
796	42.43451637
797	42.40911686
798	42.38407803
799	42.36299775
800	42.3347284
801	42.31023285
802	42.28535819
803	42.25877629
804	42.23235956
805	42.20630568
806	42.1803145
807	42.15555853
808	42.1323475
809	42.10984504
810	42.08692093
811	42.06685285
812	42.04295246
813	42.01617684
814	41.98988725
815	41.96182719
816	41.93818573
817	41.91264713
818	41.89267592
819	41.86846742
820	41.84696247
821	41.82268777
822	41.80165224
823	41.77645714
824	41.7555155
825	41.72939632
826	41.70481515
827	41.6801924
828	41.6536234
829	41.62892945
830	41.60142998
831	41.57635156
832	41.55210601
833	41.52845927
834	41.51006203
835	41.48882813
836	41.46749906
837	41.44319074
838	41.4187058
839	41.39493673
840	41.3706661
841	41.34248531
842	41.31883624
843	41.29444742
844	41.26808284
845	41.24387856
846	41.21883041
847	41.19768453
848	41.17247075
849	41.14673033
850	41.12264727
851	41.10182552
852	41.08270453
853	41.05916266
854	41.03196551
855	41.00669045
856	40.9827878
857	40.96085617
858	40.93656319
859	40.91256203
860	40.88927203
861	40.86650022
862	40.83849617
863	40.81217924
864	40.78886149
865	40.76427669
866	40.74042938
867	40.71924273
868	40.69265877
869	40.66875721
870	40.64723624
871	40.62777266
872	40.60137395
873	40.57937018
874	40.55358917
875	40.52894873
876	40.50659404
877	40.48638163
878	40.46106835
879	40.43892564
880	40.41990666
881	40.39658573
882	40.37221624
883	40.34713555
884	40.32502608
885	40.29938854
886	40.27505391
887	40.25119556
888	40.23382157
889	40.20846163
890	40.1840853
891	40.16243404
892	40.14555582
893	40.11893074
894	40.09575113
895	40.06930257
896	40.04416289
897	40.0244116
898	40.00370566
899	39.97989903
900	39.9552812
901	39.93227884
902	39.91128036
903	39.88743876
904	39.8637172
905	39.84308238
906	39.81691576
907	39.79517029
908	39.77682359
909	39.75548346
910	39.73266054
911	39.71143179
912	39.68687161
913	39.66632108
914	39.64283322
915	39.62092432
916	39.59618959
917	39.5786232
918	39.55551468
919	39.53215976
920	39.50723599
921	39.48420563
922	39.46161288
923	39.44231646
924	39.42457825
925	39.40414319
926	39.38145792
927	39.36046352
928	39.33573448
929	39.31024318
930	39.28791029
931	39.2656554
932	39.24339195
933	39.21887651
934	39.19759155
935	39.17489048
936	39.15443561
937	39.13660112
938	39.11746561
939	39.09428643
940	39.07191453
941	39.04764977
942	39.02897985
943	39.00601219
944	38.98175609
945	38.95883921
946	38.93566927
947	38.91261469
948	38.89119719
949	38.87014852
950	38.84868941
951	38.83080753
952	38.80865409
953	38.7859197
954	38.76736038
955	38.74797023
956	38.72544049
957	38.70574065
958	38.6879846
959	38.66866392
960	38.64872535
961	38.6281869
962	38.60478808
963	38.58542715
964	38.56412938
965	38.54612465
966	38.52441861
967	38.50005988
968	38.47959788
969	38.45863565
970	38.43736334
971	38.41583344
972	38.39318109
973	38.3731167
974	38.35609344
975	38.33341833
976	38.31223262
977	38.29482028
978	38.27520212
979	38.25802739
980	38.23751151
981	38.21791328
982	38.19532625
983	38.17228175
984	38.15347792
985	38.13033503
986	38.10906592
987	38.08768951
988	38.06948271
989	38.04837007
990	38.02612245
991	38.00750652
992	37.98786037
993	37.96842464
994	37.9474072
995	37.92401981
996	37.90782751
997	37.88656951
998	37.86511035
999	37.84491243
1000	37.82206982
1001	37.80179704
1002	37.78111812
1003	37.75910075
1004	37.737477
1005	37.71430219
1006	37.69353526
1007	37.67122184
1008	37.64888769
1009	37.62826029
1010	37.60630796
1011	37.58714075
1012	37.56289834
1013	37.54045639
1014	37.52058472
1015	37.49873136
1016	37.47834836
1017	37.45971746
1018	37.44079406
1019	37.4209939
1020	37.39950288
1021	37.37671022
1022	37.35586355
1023	37.33620527
1024	37.31799674
1025	37.29673521
1026	37.28279307
1027	37.2618518
1028	37.24305847
1029	37.22169566
1030	37.20460192
1031	37.18712559
1032	37.16817578
1033	37.14828237
1034	37.12970157
1035	37.11049828
1036	37.08968505
1037	37.06834513
1038	37.0452507
1039	37.02347394
1040	37.0026333
1041	36.98354743
1042	36.96352515
1043	36.94271481
1044	36.92294941
1045	36.90130266
1046	36.88227542
1047	36.86470945
1048	36.84623973
1049	36.82377246
1050	36.80415369
1051	36.78224556
1052	36.764277
1053	36.74514622
1054	36.7222212
1055	36.70426889
1056	36.68809342
1057	36.66962068
1058	36.65264668
1059	36.63307365
1060	36.61291252
1061	36.59135128
1062	36.57089025
1063	36.55226153
1064	36.53255179
1065	36.51087375
1066	36.49357779
1067	36.47736461
1068	36.45751692
1069	36.43755647
1070	36.42076534
1071	36.40228908
1072	36.38135339
1073	36.36366476
1074	36.34719986
1075	36.33061861
1076	36.31405486
1077	36.29689154
1078	36.27580526
1079	36.26034478
1080	36.24216158
1081	36.22199268
1082	36.20279254
1083	36.18259338
1084	36.1625477
1085	36.14774395
1086	36.13030295
1087	36.10988158
1088	36.0900211
1089	36.07077876
1090	36.05205267
1091	36.03491938
1092	36.01914675
1093	36.00181856
1094	35.98458444
1095	35.96527439
1096	35.94495128
1097	35.92445535
1098	35.9037168
1099	35.88888925
1100	35.8712662
1101	35.85473718
1102	35.83613467
1103	35.82116408
1104	35.80077723
1105	35.78229373
1106	35.76490117
1107	35.74506927
1108	35.72678798
1109	35.70619457
1110	35.68755811
1111	35.67096252
1112	35.65304461
1113	35.63451276
1114	35.61830442
1115	35.59886803
1116	35.58357148
1117	35.56760216
1118	35.55031666
1119	35.53618698
1120	35.5197119
1121	35.50094543
1122	35.4829642
1123	35.46603948
1124	35.44576484
1125	35.43069679
1126	35.41675231
1127	35.39844289
1128	35.37938206
1129	35.36063289
1130	35.3428929
1131	35.3241525
1132	35.30736197
1133	35.28734678
1134	35.26887919
1135	35.25124139
1136	35.23244241
1137	35.2187044
1138	35.20099831
1139	35.18600718
1140	35.16915645
1141	35.15269319
1142	35.13283889
1143	35.11284268
1144	35.0945294
1145	35.07932361
1146	35.0646102
1147	35.04885413
1148	35.03445932
1149	35.01649932
1150	35.00016662
1151	34.98104114
1152	34.96327709
1153	34.94584925
1154	34.9302872
1155	34.90907815
1156	34.89137483
1157	34.8741973
1158	34.85669497
1159	34.83735399
1160	34.8208274
1161	34.80580595
1162	34.7854466
1163	34.76824692
1164	34.74937197
1165	34.73178986
1166	34.71272529
1167	34.69353075
1168	34.67417753
1169	34.65423779
1170	34.64116365
1171	34.62623037
1172	34.60907266
1173	34.58896248
1174	34.57188954
1175	34.55449923
1176	34.53472583
1177	34.51927048
1178	34.50078277
1179	34.48272418
1180	34.46447436
1181	34.4434516
1182	34.42722547
1183	34.40927042
1184	34.39033973
1185	34.37475275
1186	34.35584517
1187	34.34036087
1188	34.32263567
1189	34.3044631
1190	34.2880218
1191	34.2711529
1192	34.25433567
1193	34.23576495
1194	34.21839466
1195	34.20077253
1196	34.18276065
1197	34.16344173
1198	34.14641456
1199	34.12836569
1200	34.1105861
1201	34.09261893
1202	34.07636556
1203	34.06363485
1204	34.047806
1205	34.03123576
1206	34.01217852
1207	33.99286241
1208	33.97962673
1209	33.96041251
1210	33.94521173
1211	33.92739259
1212	33.91414353
1213	33.896519
1214	33.87949221
1215	33.86208055
1216	33.8465873
1217	33.8338426
1218	33.81599281
1219	33.80293803
1220	33.79005283
1221	33.77299821
1222	33.75646713
1223	33.7401146
1224	33.72305607
1225	33.70609589
1226	33.68771533
1227	33.67115327
1228	33.65481136
1229	33.64187591
1230	33.62499985
1231	33.61134013
1232	33.5968869
1233	33.57971829
1234	33.56212379
1235	33.54810774
1236	33.53069353
1237	33.51426806
1238	33.49645104
1239	33.47862496
1240	33.46022158
1241	33.44363931
1242	33.42870304
1243	33.41601535
1244	33.39979849
1245	33.3843678
1246	33.36814079
1247	33.35266473
1248	33.33943931
1249	33.32538684
1250	33.31159934
1251	33.29485422
1252	33.27843326
1253	33.26183216
1254	33.24691702
1255	33.2304745
1256	33.21785888
1257	33.20235107
1258	33.18996338
1259	33.17187098
1260	33.15566361
1261	33.13889266
1262	33.1248208
1263	33.10763322
1264	33.09156926
1265	33.07415582
1266	33.05787572
1267	33.0420143
1268	33.0251118
1269	33.00904288
1270	32.99619233
1271	32.97946833
1272	32.96694113
1273	32.95033582
1274	32.93419284
1275	32.92063733
1276	32.90775292
1277	32.89375823
1278	32.87825436
1279	32.86553613
1280	32.84835671
1281	32.83463438
1282	32.81751593
1283	32.80357307
1284	32.79027766
1285	32.77564332
1286	32.75924771
1287	32.74484557
1288	32.73062561
1289	32.71509448
1290	32.7002049
1291	32.68562065
1292	32.67207855
1293	32.65637371
1294	32.64031263
1295	32.62588186
1296	32.61301331
1297	32.5967723
1298	32.58267552
1299	32.56748976
1300	32.55168695
1301	32.53771372
1302	32.52197663
1303	32.50745342
1304	32.49496811
1305	32.47736465
1306	32.46211194
1307	32.44702405
1308	32.43296569
1309	32.41811225
1310	32.40452035
1311	32.38902608
1312	32.37287203
1313	32.35696771
1314	32.3411064
1315	32.32637634
1316	32.30906476
1317	32.2947214
1318	32.28191873
1319	32.26513983
1320	32.24931445
1321	32.2342244
1322	32.22274078
1323	32.20673756
1324	32.19109763
1325	32.1792083
1326	32.16709576
1327	32.15165545
1328	32.13854382
1329	32.12538317
1330	32.11042055
1331	32.09577728
1332	32.07929368
1333	32.06660464
1334	32.05401621
1335	32.03801999
1336	32.02472257
1337	32.01005945
1338	31.99571788
1339	31.97982543
1340	31.96605356
1341	31.95323932
1342	31.93791267
1343	31.92309039
1344	31.91054382
1345	31.89638114
1346	31.88056908
1347	31.86575129
1348	31.85210925
1349	31.8386635
1350	31.82557813
1351	31.80960082
1352	31.79575884
1353	31.77960817
1354	31.76537553
1355	31.75303986
1356	31.73892143
1357	31.72300124
1358	31.70907722
1359	31.69530769
1360	31.6792478
1361	31.66855545
1362	31.65210689
1363	31.63823422
1364	31.62267102
1365	31.60747548
1366	31.5922072
1367	31.57867016
1368	31.56413756
1369	31.54787768
1370	31.5362737
1371	31.52179844
1372	31.50777303
1373	31.49224716
1374	31.48045928
1375	31.46596337
1376	31.45047926
1377	31.43696766
1378	31.42273902
1379	31.40932289
1380	31.39572539
1381	31.38228485
1382	31.36715508
1383	31.35246801
1384	31.33847585
1385	31.32467938
1386	31.31309727
1387	31.29772962
1388	31.2845359
1389	31.27208526
1390	31.25793369
1391	31.24353388
1392	31.22820379
1393	31.21681623
1394	31.20052987
1395	31.18742401
1396	31.1764895
1397	31.16199989
1398	31.14719612
1399	31.13483001
1400	31.1226223
1401	31.10590778
1402	31.09252416
1403	31.07917849
1404	31.06533264
1405	31.05051145
1406	31.03784154
1407	31.02386806
1408	31.00947832
1409	30.99600803
1410	30.98111204
1411	30.96783575
1412	30.95444393
1413	30.94096124
1414	30.92778628
1415	30.91425332
1416	30.89983697
1417	30.88770783
1418	30.87362914
1419	30.85871081
1420	30.84252755
1421	30.82891652
1422	30.81475398
1423	30.80067299
1424	30.78843158
1425	30.7748768
1426	30.76087725
1427	30.74768496
1428	30.73415346
1429	30.72140271
1430	30.70820724
1431	30.69456357
1432	30.68023914
1433	30.66922304
1434	30.65583791
1435	30.64327667
1436	30.63224715
1437	30.62009349
1438	30.60499142
1439	30.58994236
1440	30.57917633
1441	30.56663971
1442	30.55464344
1443	30.54112181
1444	30.52969579
1445	30.51741323
1446	30.50389048
1447	30.48955332
1448	30.47672065
1449	30.46348135
1450	30.45297162
1451	30.43994446
1452	30.42688219
1453	30.41360069
1454	30.40069728
1455	30.38713315
1456	30.3755962
1457	30.36216552
1458	30.35106277
1459	30.33861246
1460	30.3239337
1461	30.30882331
1462	30.29382697
1463	30.28195457
1464	30.26901815
1465	30.26017061
1466	30.24744186
1467	30.23483545
1468	30.22101351
1469	30.20704549
1470	30.19510157
1471	30.18025326
1472	30.1672875
1473	30.15314488
1474	30.14240356
1475	30.13231065
1476	30.11884008
1477	30.10832553
1478	30.09693848
1479	30.0859433
1480	30.07566698
1481	30.06235135
1482	30.04962806
1483	30.03638129
1484	30.02389353
1485	30.01352629
1486	30.00100934
1487	29.98802935
1488	29.97606333
1489	29.96224156
1490	29.9480085
1491	29.93526226
1492	29.92382473
1493	29.9134212
1494	29.90031364
1495	29.8861561
1496	29.87277835
1497	29.85980303
1498	29.84945901
1499	29.83435272
1500	29.82123705
1501	29.80787321
1502	29.79627499
1503	29.78528739
1504	29.7710529
1505	29.75854117
1506	29.74720361
1507	29.73537318
1508	29.725876
1509	29.71246022
1510	29.7024143
1511	29.69321191
1512	29.68135464
1513	29.66850558
1514	29.65515763
1515	29.64157041
1516	29.62785563
1517	29.61393266
1518	29.60006559
1519	29.58631411
1520	29.57336915
1521	29.5616075
1522	29.54974513
1523	29.53694187
1524	29.5261591
1525	29.51175562
1526	29.49826065
1527	29.48953486
1528	29.47860093
1529	29.46629145
1530	29.45483363
1531	29.44197477
1532	29.43189864
1533	29.42169755
1534	29.40802841
1535	29.39543368
1536	29.3816021
1537	29.36920886
1538	29.35665033
1539	29.34335598
1540	29.33223072
1541	29.32178933
1542	29.31162454
1543	29.29891007
1544	29.29046581
1545	29.27641357
1546	29.26531449
1547	29.25460183
1548	29.24035477
1549	29.22817547
1550	29.21724522
1551	29.20747356
1552	29.19826107
1553	29.18815647
1554	29.17656764
1555	29.16485997
1556	29.1522963
1557	29.14078361
1558	29.1287206
1559	29.1163495
1560	29.10306954
1561	29.09045664
1562	29.07987141
1563	29.07205509
1564	29.05971826
1565	29.04775753
1566	29.0362144
1567	29.0257891
1568	29.01197737
1569	28.99908588
1570	28.98770771
1571	28.97826406
1572	28.96642886
1573	28.95603358
1574	28.94560327
1575	28.93533064
1576	28.92396376
1577	28.912591
1578	28.90228741
1579	28.88854979
1580	28.87775939
1581	28.86503371
1582	28.85323278
1583	28.84228892
1584	28.82893302
1585	28.81771148
1586	28.80577249
1587	28.79437347
1588	28.78162671
1589	28.76937424
1590	28.75586192
1591	28.74363417
1592	28.73264234
1593	28.72452023
1594	28.71376238
1595	28.70217765
1596	28.6899158
1597	28.67791378
1598	28.66700789
1599	28.65478114
1600	28.64415986
1601	28.63167518
1602	28.62047385
1603	28.60906169
1604	28.59746448
1605	28.58650681
1606	28.57816184
1607	28.5688722
1608	28.55765906
1609	28.54835232
1610	28.5407597
1611	28.52765777
1612	28.51885068
1613	28.50833739
1614	28.49588479
1615	28.48501192
1616	28.47351716
1617	28.46374821
1618	28.45106728
1619	28.44075106
1620	28.42829942
1621	28.41670396
1622	28.40526944
1623	28.39406601
1624	28.38235295
1625	28.37175663
1626	28.36405947
1627	28.35202653
1628	28.33907811
1629	28.32766349
1630	28.31492088
1631	28.30339397
1632	28.292764
1633	28.28216688
1634	28.2717095
1635	28.26033707
1636	28.24848536
1637	28.23578397
1638	28.22612787
1639	28.21315123
1640	28.20343443
1641	28.19518614
1642	28.18411633
1643	28.17376861
1644	28.16283192
1645	28.15101547
1646	28.14018938
1647	28.12902642
1648	28.11793945
1649	28.10641698
1650	28.09787192
1651	28.08749908
1652	28.07472823
1653	28.06436927
1654	28.05637897
1655	28.04624099
1656	28.03726478
1657	28.02609383
1658	28.01551275
1659	28.00842616
1660	27.99804913
1661	27.98579156
1662	27.97447103
1663	27.96477402
1664	27.9538918
1665	27.9433783
