,epochs,layer_count,node_number,dropout,loss,rmse,val_loss,val_rmse
0,25,3,140,0.7,27.593651657576515,37.23265838623047,26.10307197570801,36.074562072753906
1,25,2,110,0.7,29.28070826640699,39.855308532714844,28.13042938232422,37.54183578491211
2,25,3,110,0.4,27.29455053018305,36.56657791137695,28.181890335083008,38.6616325378418
3,25,2,140,0.7,26.64805817673937,35.92449188232422,28.26052291870117,37.73309326171875
4,25,3,80,0.4,28.658525541449013,38.265953063964844,28.621180915832518,38.257057189941406
5,25,4,80,0.4,29.219096290292743,39.116783142089844,28.901920318603516,38.45248031616211
6,25,2,110,0.4,26.9914694872713,36.436065673828125,29.06771224975586,39.60918045043945
7,25,4,140,0.7,30.903823089848043,42.79242706298828,29.12980094909668,39.68284225463867
8,25,2,80,0.4,28.739787351110788,38.987693786621094,29.652034912109375,39.70610427856445
9,25,3,110,0.7,29.694980899583474,39.690547943115234,29.66514305114746,39.264869689941406
10,25,4,140,0.4,28.20207204231801,37.7769889831543,30.275385131835936,41.227638244628906
11,25,4,110,0.7,29.971813981985665,39.934364318847656,30.573276290893556,41.346038818359375
12,25,4,110,0.4,28.25972133240223,38.17795944213867,30.70675994873047,41.09934997558594
13,25,3,140,0.4,26.724788368893385,36.26594924926758,30.711806411743165,41.09542465209961
14,25,2,140,0.4,26.160964420508655,35.5442008972168,32.845322341918944,43.461544036865234
15,25,3,80,0.7,29.822047697841754,40.535037994384766,32.90300258636475,44.35987854003906
16,25,2,80,0.7,29.406851352056904,39.38539123535156,33.175165252685545,44.47138595581055
17,25,4,80,0.7,29.644390786288035,40.35154342651367,37.9504150390625,50.73426818847656
