,epochs,layer_count,node_number,dropout,loss,rmse,val_loss,val_rmse
0,25,2,180,0.3,33.61243068695068,91.82501220703125,71.44970703125,97.08866119384766
1,25,2,160,0.5,36.93973049163819,92.38922882080078,75.3898696899414,103.9723129272461
2,25,2,160,0.3,50.84617744445801,115.68390655517578,77.56928253173828,102.66973876953125
3,25,2,140,0.3,35.28976902008057,89.88871765136719,81.38485717773438,108.42333221435547
4,25,2,140,0.5,36.00990314483643,91.03337097167969,95.25093078613281,122.71581268310547
5,25,2,100,0.3,41.5959383392334,100.88898468017578,95.75794982910156,128.36734008789062
6,25,2,180,0.5,36.430049171447756,97.5229721069336,98.28306579589844,128.1778564453125
7,25,2,120,0.5,39.67692520141602,97.09468841552734,106.51556396484375,146.26869201660156
8,25,2,120,0.3,53.27834915161133,130.04550170898438,116.14004516601562,154.11709594726562
9,25,2,100,0.5,38.24642517089844,93.27672576904297,123.11000061035156,152.23922729492188
