,epochs,layer_count,node_number,dropout,all_parameters_predicted,loss,rmse,val_loss,val_rmse
0,25,2,160,0.7,False,21.227112564047435,29.251279830932617,18.734860038757326,25.654743194580078
1,25,2,140,0.5,False,19.351874461303552,26.489748001098633,19.425743827819826,26.6021671295166
2,25,3,180,0.3,False,19.054083442934733,26.451431274414062,19.637010669708253,26.26681137084961
3,25,3,160,0.5,False,20.624422813603054,28.27924156188965,19.734792976379396,26.83753204345703
4,25,3,140,0.3,False,20.803284661119072,28.176225662231445,20.688106498718263,28.503660202026367
5,25,2,180,0.3,False,19.267211027009676,26.771507263183594,20.80048351287842,28.269411087036133
6,25,3,140,0.5,False,21.97386495878903,30.214618682861328,22.152547225952148,30.59601402282715
7,25,2,180,0.5,False,20.806196093096617,27.8616886138916,22.165851860046388,29.670888900756836
8,25,2,160,0.5,False,18.882532667527688,25.959667205810547,22.333368453979492,30.33429527282715
9,25,2,160,0.3,False,18.873159344415306,25.912023544311523,22.708820190429687,31.389911651611328
10,25,3,180,0.7,False,21.223746476167232,29.123672485351562,22.768823547363283,30.565744400024414
11,25,3,160,0.3,False,20.242328105891968,27.630510330200195,23.01389976501465,31.124927520751953
12,25,3,160,0.7,False,23.021470488120173,31.449966430664062,23.19792610168457,31.7517147064209
13,25,3,140,0.7,False,23.10476367501361,31.972919464111328,24.090327911376953,32.239341735839844
14,25,2,140,0.3,False,19.324747855419638,26.450096130371094,25.039306182861328,33.99161148071289
15,25,3,180,0.5,False,21.81388957380169,29.927900314331055,26.2031921005249,34.613616943359375
16,25,2,140,0.7,False,21.930012136659215,30.611928939819336,30.764729652404785,42.03391647338867
17,25,2,180,0.7,False,23.216380473404623,31.785686492919922,41.57678119659424,57.374263763427734
