,epochs,layer_count,node_number,dropout,loss,rmse,val_loss,val_rmse
0,25,4,130,0.3,29.9088907623291,83.35995483398438,60.19302749633789,85.26221466064453
1,25,2,130,0.3,30.965124168395995,85.73068237304688,60.6630973815918,82.97418212890625
2,25,2,150,0.5,35.32374877929688,93.4708480834961,61.3179817199707,85.86815643310547
3,25,4,130,0.5,34.28492321014404,98.29154968261719,61.7674674987793,84.31254577636719
4,25,2,130,0.5,32.82913516998291,87.5719985961914,67.55450439453125,89.49044036865234
5,25,3,150,0.5,36.613899574279785,95.19886779785156,69.53009796142578,95.40572357177734
6,25,2,150,0.3,30.021890411376955,83.2561264038086,69.92684936523438,93.70747375488281
7,25,4,150,0.3,37.95584857940674,102.63104248046875,71.01702880859375,99.46431732177734
8,25,4,150,0.5,33.244794921875,90.05657958984375,72.02058410644531,102.80157470703125
9,25,3,130,0.3,37.996009788513184,100.24433898925781,80.182373046875,108.57634735107422
10,25,3,150,0.3,32.95096355438233,90.0594253540039,88.27392578125,114.92152404785156
11,25,3,130,0.5,204.7067088317871,311.0864562988281,131.07809448242188,165.6666259765625
